Date,Amount,Currency,Description,DebitAccount,CreditAccount,DebitSubAccount,CreditSubAccount,Type,GroupTag,GLinkDrive,ID
2023-03-20,822.00,INR,BIL/ONL/000629004303/TAMILNADU /092040072234T51/vd,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13304
2023-03-20,"3,920.00",INR,BIL/ONL/000629012617/TAMILNADU /093260022T51239/vd,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13305
2023-03-21,"1,003,499.00",INR,NEFT-CITIN23337617453-CATERPILLAR IND ENGG  SOLUTIONS P L-SAL MAR23-0535982007-,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,,,,13306
2023-03-21,"10,000.00",INR,BIL/NEFT/000629184592/NEFTCC-22 Mar S/DINESH THA/S,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13307
2023-03-21,"35,000.00",INR,BIL/NEFT/000629227341/Netanya 5C/VAELS INTE/UTIB00,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13308
2023-03-21,277.00,INR,UPI/344637329218/UPI/paytmqr28100505/Paytm Payments /ICI3f716d2844fa48b6af0d867,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13309
2023-03-23,"7,162.00",INR,Tambaram Municipality - Property Tax - Tambaram Apt for FY 2021-23,DigitalPay,CreditCard,Other Expense,SBI GM - Dinesh,Dinesh - SBI GM,,https://drive.google.com/file/d/1jiKTCNbQPOtV4grOWkYYyiLjbcFaVsqw/view?usp=share_link,13310
2023-03-23,"2,400.00",INR,Tambaram Municipality - Water Tax - Tambaram Apt for FY 2021-23,DigitalPay,CreditCard,Other Expense,SBI GM - Dinesh,Dinesh - SBI GM,,https://drive.google.com/file/d/1cv8Xu520fqk-OJJMCtr5kQX69UirdEx5/view?usp=share_link,13311
2023-03-23,"75,000.00",INR,BIL/NEFT/000630928531/NEFTCC-SBI GM/DINESH THA/SBI,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13312
2023-03-23,"100,000.00",INR,BIL/NEFT/000630930472/Home loan/Dinesh Tha/SBIN000,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13313
2023-03-23,"9,984.00",INR,BIL/INFT/000630934088/Self,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13314
2023-03-23,"100,000.00",INR,MMT/IMPS/308221443800/Study saving/NETANYA DI/HDFC,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13315
2023-03-24,"5,806.00",INR,Sebina - Netanys Education - LIC Premium - 324086467,DigitalPay,CreditCard,Other Expense,SBI GM - Dinesh,Dinesh - SBI GM,,https://drive.google.com/file/d/1NG9PUh2cIQy1M2__68wR5WUnchwuBqRY/view?usp=share_link,13316
2023-03-24,"99,337.99",INR,Dinesh LIC Premium - 324621200,DigitalPay,CreditCard,Other Expense,SBI GM - Dinesh,Dinesh - SBI GM,,https://drive.google.com/file/d/1Gc1saLcDmd73lH3VCf96xiZHYEJ0ds3I/view?usp=share_link,13317
2023-03-25,40.00,INR,UPI/345093217966/UPI/paytmqr28100505/Paytm Payments /ICI1485cdc699ab43aaaf98b1c,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13318
2023-03-25,"10,000.00",INR,UPI/345035424841/UPI/padmapraveenvv-/Canara Bank/ICI166033bb8ef1466ea109496282d,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13319
2023-03-25,"40,000.00",INR,UPI/345082819238/UPI/padmapraveenvv-/Canara Bank/ICI9784de8ec5784e7589c15f014cc,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13320
2023-03-27,754.00,INR,UPI/345196045548/Dinesh/kchandran7@okax/Axis Bank Ltd./ICI8cfc92ec51194e8da3563,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13321
2023-03-27,"7,500.00",INR,UPI/308647102113/Rent for Februa/maheshwarimohan/Karur Vysya Ban/HDFfceeafb239b,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13322
2023-03-30,"1,934.00",INR,021201584122:Int.Pd:31-12-2022 to 29-03-2023,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,ICICI,,,,13323
2023-03-30,"3,000.00",INR,UPI/345556753666/UPI/billdesk.fastag/ICICI Bank/ICIa7a839cc0204491e931184d38bac,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13324
2023-03-30,"2,500.00",INR,MMT/IMPS/308921785906/Saving/NETANYA DI/HDFC000446,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13325
2023-03-31,"1,123.22",INR,BIL/ONL/000635868819/Indian Oil/112837477680-10,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13326
2023-03-31,"243,777.00",INR,NEFT-CITIN23344562118-CATERPILLAR IND ENGG  SOLUTIONS P L-SAL MAR23-0535982007-,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,,,,13327
2023-03-31,"58,900.00",INR,BIL/NEFT/000636131242/Netanya Dinesh/VAELS INTE/UT,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13328
2023-04-01,"25,000.00",INR,ACH/NSEClearingLimited/1911702743,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13329
2023-04-01,"11,000.00",INR,MMT/IMPS/309114913893/April Sal/SENKENI/IDIB000T13,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13330
2023-04-01,90.00,INR,UPI/309121415208/UPI/paytmqr28100505/Paytm Payments /ICI42ed2010750e404b865c628,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13331
2023-04-03,"4,300.00",INR,UPI/345883430088/UPI/umasankar2018ju/HDFC BANK LTD/ICI33f4af9773ec49b98495a0caa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13332
2023-04-03,"1,500.00",INR,UPI/309257837020/April Sal/rprakash7471@ok/State Bank Of I/ICI574d8d8e198a4d229,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13333
2023-04-03,"7,000.00",INR,BIL/NEFT/000637896993/DigitalMission/James Tham/SI,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13334
2023-04-03,"5,000.00",INR,BIL/NEFT/000637899501/Son medical sup/S JOHN PET/S,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13335
2023-04-03,40.00,INR,UPI/345852839544/UPI/paytmqr28100505/Paytm Payments /ICI7e1db92ef48643058efc5f8,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13336
2023-04-03,"50,000.00",INR,BIL/NEFT/000637751829/Netanya Studies/NETANYA DI/H,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13337
2023-04-03,"8,500.00",INR,UPI/309398874725/rent/mr.s.poobalan19/HDFC BANK LTD/HDFc0c19c573881478da001078c,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13338
2023-04-04,500.00,INR,UPI/309412195840/UPI/karthikind@okic/ICICI Bank/ICIdbc8d026618e4e8eb5057953d758,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13339
2023-04-04,"8,000.00",INR,UPI/309461591606/UPI/rgprabakaran1@o/Axis Bank Ltd./AXI03940f71c2f840b79784824b,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13340
2023-04-05,"1,370.00",INR,UPI/346154827900/Dinesh April/muruga.win-2@ok/Axis Bank Ltd./ICI185a6bb96a33426,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13341
2023-04-06,90.00,INR,UPI/309690967713/UPI/paytmqr28100505/Paytm Payments /ICI274ae2ff3bac4adeab44167,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13342
2023-04-06,102.00,INR,UPI/309676872592/UPI/farmfreshmeats./HDFC BANK LTD/PINELABPOSDQR424315082713584,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13343
2023-04-06,66.00,INR,UPI/309603973724/UPI/paytmqr28100505/Paytm Payments /ICI3d9922e688774824a08a701,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13344
2023-04-06,564.00,INR,UPI/309670765130/UPI/paytmqr28100505/Paytm Payments /ICI1c638ef7b8594903acfe7c4,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13345
2023-04-07,"25,000.00",INR,ACH/NSEClearingLimited/1922283784,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13346
2023-04-07,400.00,INR,UPI/309797596577/UPI/tthirumalaitthi/Tamilnad Mercan/ICI70c21cc6ed6341bdaa8ed04,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13347
2023-04-08,210.00,INR,UPI/346460122124/UPI/bdhana77@oksbi/State Bank Of I/ICI2bc9ea7779f14cefa8f31aff,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13348
2023-04-08,"1,500.00",INR,UPI/346475719834/UPI/nathimiqbal786-/Kotak Mahindra /ICI388fefca7b9347d2bdca274,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13349
2023-04-08,"5,054.00",INR,UPI/346408120372/UPI/q23626764@ybl/Yes Bank Ltd/ICI5288ae6ad6bf4f0c9c3744b29845,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13350
2023-04-08,874.00,INR,UPI/346497724690/UPI/q587354201@ybl/Yes Bank Ltd/ICI1d4906f0d15a410d94f627727a2,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13351
2023-04-08,"1,538.00",INR,UPI/309814317129/UPI/q206123339@ybl/Yes Bank Ltd/ICI75e9b9cdfee244d39757d9b95e1,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13352
2023-04-08,"3,014.16",INR,BIL/ONL/000643817198/KOTAK MAHI/112846445683-10,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13353
2023-04-11,90.00,INR,UPI/310162625599/UPI/paytmqr28100505/Paytm Payments /ICI4cfe48233d354a208ed6aef,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13354
2023-04-13,50.00,INR,UPI/310332863280/UPI/q475860012@ybl/HDFC BANK LTD/ICI418f920d2e4b4c61985b980fbe,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13355
2023-04-13,180.00,INR,UPI/346997266321/UPI/q786001379@ybl/Yes Bank Ltd/ICIe47b1f9a05f444e0b4731048ddc,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13356
2023-04-13,"1,179.00",INR,BIL/ONL/000647603137/Bharat San/BSNLBPAY_YICI18/vd,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13357
2023-04-13,"5,000.00",INR,BIL/NEFT/000647636674/Netanya 6C/VAELS INTE/UTIB00,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13358
2023-04-14,"62,400.00",INR,"Green Acres - Annual Maintanence ",DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,Dinesh - ICICI Perungudi Savings,,,13359
2023-04-14,"15,000.00",INR,BIL/NEFT/000647892289/NEFTCC-Amex pay/DINESH THA/S,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13360
2023-04-14,"10,000.00",INR,BIL/ONL/000647898310/State Bank/SBICARD_YICI184,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13361
2023-04-14,20.00,INR,UPI/310432903164/UPI/selvam30midhun@/Jana Small Fina/ICIf1100646560648d1812910f,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13362
2023-04-14,"11,000.00",INR,BIL/NEFT/000648230793/STP Comp/GREEN ACRE/HDFC0000,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13363
2023-04-15,"1,500.00",INR,UPI/310543913386/UPI/nathimiqbal786-/Kotak Mahindra /ICIc98c1c40af974f7ca13869a,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13364
2023-04-17,200.00,INR,UPI/347262551731/Dinesh/shanmugamiayyap/Indian Overseas/ICIb842fe6e24b7464c9a74,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13365
2023-04-17,300.00,INR,UPI/310628254891/UPI/muruga.win-1@ok/HDFC BANK LTD/ICI75484346c9b0471ca22fd0fa2,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13366
2023-04-17,60.00,INR,UPI/347347396730/UPI/gpay-1118550465/Axis Bank Ltd./ICI67e79843275147609d6cb4d4,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13367
2023-04-17,809.00,INR,BIL/ONL/000649995058/Chennai Me/LEUUA6EDNAYRZD/vdi,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13368
2023-04-18,"1,033.70",INR,UPI/310879839756/You are paying/amazon@yapl/Yes Bank Ltd/APY01879345a958e0898aa,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13369
2023-04-18,320.00,INR,BIL/ONL/000650551173/PAYUMONEY/ORIONTECHNOAGEO/vdi,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13370
2023-04-19,271.50,INR,UPI/310907138880/UPI/paytmqr28100505/Paytm Payments /ICI3f5c25b0b5cf495db10937a,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13371
2023-04-20,"150,000.00",INR,CLG/Post Master Perungudi/GPO,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13372
2023-04-20,"7,500.00",INR,UPI/311012673883/Rent for March/maheshwarimohan/Karur Vysya Ban/HDFa614687c87aa,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13373
2023-04-21,"150,000.00",INR,BIL/NEFT/000652012369/NEFTCC-Dinesh S/DINESH THA/S,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13374
2023-04-21,"4,800.00",INR,UPI/347749986763/UPI/umasankar2018ju/HDFC BANK LTD/ICIce27371ede044857bc0160b4f,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13375
2023-04-22,"5,000.00",INR,MMT/IMPS/311212436384/Dinesh Family/SOCIETY OF/SIB,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13376
2023-04-22,400.00,INR,UPI/311227640215/UPI/www.santhoshkum/Karur Vysya Ban/ICI58df688ba7ad41df81ec813,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13377
2023-04-22,300.00,INR,UPI/311211947140/UPI/muruga.win-1@ok/HDFC BANK LTD/ICI09b48499c08941d292fdbad3d,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13378
2023-04-25,"9,286.00",INR,BIL/ONL/000654018681/TAMILNADU /200092100423521,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13379
2023-04-25,"1,123.22",INR,BIL/ONL/000654366696/Indian Oil/112863110456-10,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13380
2023-04-26,137.00,INR,UPI/311663676887/UPI/cfdunzo@icici/ICICI Bank/ICIc3ec2b98daf2439a852c6cde10aaa1,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13381
2023-04-27,"5,000.00",INR,UPI/348399224413/Tuna/umasankar2018ju/HDFC BANK LTD/ICI13f1ff367e944f0bb188dd95,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13382
2023-04-28,"239,822.00",INR,NEFT-CITIN23356583445-CATERPILLAR IND ENGG  SOLUTIONS P L-SAL APR23-0535982007-,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,,,,13383
2023-04-29,"9,300.00",INR,MMT/IMPS/311907564551/MOBLTA81UA7PRCV/VINCENT DE/S,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Misc,,,,13384
2023-04-29,100.00,INR,UPI/311929617147/UPI/DUMMY NAME/State Bank Of I/ICIad7ed5102ebb4882bbbe1c5af813,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13385
2023-04-29,"99,900.00",INR,UPI/311967119058/UPI/DUMMY NAME/State Bank Of I/ICIfb98aa80ec4c40cbb0e7781c1c02,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13386
2023-05-01,"25,000.00",INR,ACH/NSEClearingLimited/1955674233,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13387
2023-05-01,350.00,INR,UPI/348718889362/UPI/paytmqr28100505/Paytm Payments /ICI794c707a0b664e87a4607e4,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13388
2023-05-02,"50,000.00",INR,BIL/NEFT/HS92312201042444/HDFC0004460/NETANYA DINE,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13389
2023-05-02,"5,000.00",INR,MMT/IMPS/312220738929/Son Medical Nee/S JOHN PET/S,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13390
2023-05-02,"7,000.00",INR,MMT/IMPS/312220741115/DigitalMission/James Tham/SI,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13391
2023-05-02,"8,500.00",INR,UPI/312235882784/UPI/rgprabakaran1-1/Deutsche Bank/AXI0d5c9dada4ce47c69eb859629,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13392
2023-05-03,"8,500.00",INR,UPI/312335948825/rent/mr.s.poobalan19/HDFC BANK LTD/HDF87a9f30941634dbd98078313,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13393
2023-05-03,165.00,INR,UPI/312386459855/UPI/cfdunzo@icici/ICICI Bank/ICIe9d8e2ae959343eea5c0de3df9bc06,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13394
2023-05-03,"2,000.00",INR,UPI/312379087507/UPI/asri934@okaxis/Indian Bank/ICIafa72e85d1954a8988a9afcc7570,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13395
2023-05-04,500.00,INR,UPI/312467104682/UPI/karthikind@okic/ICICI Bank/ICI7feacd0a1b744e98b24520ceae8b,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13396
2023-05-04,"1,300.00",INR,UPI/312473005149/May Membership/muruga.win-3@ok/Axis Bank Ltd./ICI2247c69594474,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13397
2023-05-04,"3,450.00",INR,UPI/349044003342/UPI/umasankar2018ju/HDFC BANK LTD/ICIb8ced159e31c48e5bdde2c055,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13398
2023-05-04,"1,500.00",INR,UPI/349006306265/R2 May Sal/rprakash7471@ok/State Bank Of I/ICIa608d0033c824bd6,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13399
2023-05-04,"62,000.00",INR,UPI/312470808840/UPI/padmapraveenvv-/Canara Bank/ICI0993b19b1a6848aa909a6e1ce6d,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13400
2023-05-05,"1,665.00",INR,BIL/ONL/000659850425/TAMILNADU /092040072234T52,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13401
2023-05-05,"3,300.00",INR,UPI/349131872289/SSVP May Charit/thomas.a.54@okh/HDFC BANK LTD/ICIf04d62785d774,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13402
2023-05-06,340.01,INR,UPI/312616779383/UPI/paytm-70838164@/Paytm Payments /ICI577b3ff144ad4598bea92de,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13403
2023-05-08,"25,000.00",INR,ACH/NSEClearingLimited/1964714450,DigitalPay,BankAsset,Investment,ICICI Thoraipakkam - Dinesh,,,,13404
2023-05-11,137.00,INR,UPI/349790998059/UPI/dunzo.cashfree@/HDFC BANK LTD/ICIe486beac18ce4e9c9f6f66103,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13405
2023-05-12,"3,500.00",INR,UPI/349889442807/UPI/umasankar2018ju/HDFC BANK LTD/ICI5ced0d010c32414e92d6b1950,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13406
2023-05-12,800.00,INR,UPI/313237058780/UPI/umasankar2018ju/HDFC BANK LTD/ICI8c4fbf1c089b490eb74419072,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13407
2023-05-13,"50,000.00",INR,UPI/313324074977/UPI/DUMMY NAME/State Bank Of I/ICI39f1b180ea4e40e292fca3abc00f,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13408
2023-05-15,"50,000.00",INR,UPI/350082645221/UPI/DUMMY NAME/State Bank Of I/ICI3e828e962c0e4a8695ebbdcb7061,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13409
2023-05-15,"55,000.00",INR,BIL/NEFT/HS92313502667986/NEFTCC-SBI Rupa/SBI CRED,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13410
2023-05-17,"1,600.00",INR,MMT/IMPS/313710702690/Room rent/GREEN ACRE/HDFC000,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13411
2023-05-19,"1,179.00",INR,BIL/ONL/000666904534/Bharat San/BSNLBPAY_YICI18/vd,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13412
2023-05-20,552.55,INR,BIL/ONL/000666952144/IRCTC IPAY/LRDYDOSBFCOXNF,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13413
2023-05-20,"1,127.55",INR,BIL/ONL/000666952617/IRCTC/ChgRs10 GSTRs1.80/10000,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13414
2023-05-20,"500,000.00",INR,NEFT-SBIN323140591032-MRS  SEBINA  M-/ATTN//INB-00,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Misc,,,,13415
2023-05-22,"122,965.00",INR,BIL/ONL/000667472752/State Bank/SBICARD_YICI189,DigitalPay,BankAsset,CreditCard Payment,ICICI Thoraipakkam - Dinesh,,,,13416
2023-05-22,"50,000.00",INR,UPI/314165534351/UPI/DUMMY NAME/State Bank Of I/ICI1b5b4011a5c34de5be2da4f95381,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13417
2023-05-22,"50,000.00",INR,UPI/350741837748/UPI/DUMMY NAME/State Bank Of I/ICIe428fe84abdc43e9881f8f9edcec,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13418
2023-05-22,"50,000.00",INR,UPI/350822069007/UPI/DUMMY NAME/State Bank Of I/ICIf523f169b49343b7b312ee9ae7e5,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13419
2023-05-22,"50,000.00",INR,UPI/350836982232/UPI/DUMMY NAME/State Bank Of I/ICI0b1c93a955484779900a3bd1058e,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13420
2023-05-23,"7,500.00",INR,UPI/314366302313/UPI/maheshwarimohan/Union Bank of I/HDFce43f76455254dbba1bc223,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Tenant,,,,13421
2023-05-27,"1,000.00",INR,UPI/351336053464/UPI/nathimiqbal786-/Kotak Mahindra /ICIbff4cff3283e44d5bdab00e,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13422
2023-05-27,89.00,INR,UPI/314723552006/UPI/cfdunzo@icici/ICICI Bank/ICIf5200e22fc1b4b7d8efcc342bab1f5,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13423
2023-05-27,200.00,INR,UPI/351369553586/UPI/shanmugamiayyap/Indian Overseas/ICId91bec8d4aec4b2d8e1166e,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13424
2023-05-27,320.00,INR,UPI/314761364251/UPI/paytmqr28100505/Paytm Payments /ICI1cacda6f86ba450ba67324f,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13425
2023-05-29,210.00,INR,UPI/351426491196/UPI/bdhana77@oksbi/State Bank Of I/ICIa74fb5f0d66b4284ae9dcb89,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13426
2023-05-29,"10,000.00",INR,BIL/ONL/000670734729/Apple Medi/APPLESERVICES_X,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13427
2023-05-29,"50,000.00",INR,UPI/351519427378/UPI/DUMMY NAME/State Bank Of I/ICI9d257fd34eb7403697d86daecbda,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13428
2023-05-29,"50,000.00",INR,UPI/314995531111/UPI/DUMMY NAME/State Bank Of I/ICI7f13fa56fb714f15b1849b807853,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13429
2023-05-30,"3,200.00",INR,MMT/IMPS/315015548544/Guest room/GREEN ACRE/HDFC00,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13430
2023-05-30,300.00,INR,UPI/315036501228/Pay via Razorpa/booknplayprivat/ICICI Bank/ICIc792f4ab72844b95,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13431
2023-05-31,"239,822.00",INR,NEFT-CITIN23372294786-CATERPILLAR IND ENGG  SOLUTIONS P L-SAL MAY23-0535982007-,BankAsset,DigitalPay,ICICI Thoraipakkam - Dinesh,Caterpillar India,,,,13432
2023-05-31,"5,000.00",INR,MMT/IMPS/315107275399/Dinesh Fam/SOCIETY OF/SIBL00,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13433
2023-05-31,300.00,INR,UPI/315137016480/Pay via Razorpa/booknplayprivat/ICICI Bank/ICI5905921a17e445cf,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13434
2023-05-31,"12,282.00",INR,BIL/ONL/000671945060/TAMILNADU /093260022T53162,DigitalPay,BankAsset,Other Expense,ICICI Thoraipakkam - Dinesh,,,,13435
